,id_x,player_fifa_api_id_x,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id_y,player_name,player_fifa_api_id_y,height,weight,age
168726,168727,204143,184098,2015-07-03 00:00:00,62.0,62.0,left,medium,medium,58.0,59.0,65.0,46.0,58.0,71.0,55.0,68.0,61.0,57.0,72.0,70.0,72.0,69.0,55.0,63.0,56.0,60.0,91.0,68.0,66.0,64.0,61.0,64.0,66.0,39.0,50.0,56.0,15.0,10.0,10.0,7.0,9.0,10125,Sylwester Patejuk,204143,187,196,33
168744,168745,137080,39045,2016-02-25 00:00:00,73.0,73.0,left,medium,low,73.0,74.0,54.0,77.0,76.0,72.0,72.0,78.0,70.0,74.0,76.0,74.0,81.0,72.0,83.0,72.0,72.0,67.0,68.0,65.0,69.0,39.0,72.0,73.0,77.0,27.0,39.0,28.0,14.0,14.0,6.0,10.0,15.0,10126,Szabolcs Huszti,137080,172,159,33
168764,168765,205903,266279,2015-04-24 00:00:00,62.0,66.0,right,medium,high,54.0,42.0,63.0,63.0,53.0,55.0,57.0,60.0,60.0,60.0,63.0,78.0,69.0,62.0,75.0,58.0,55.0,79.0,57.0,55.0,51.0,62.0,57.0,64.0,53.0,60.0,63.0,60.0,6.0,11.0,13.0,6.0,12.0,10127,Szymon Drewniak,205903,177,154,22
168784,168785,189010,138155,2016-03-03 00:00:00,59.0,60.0,right,medium,high,32.0,28.0,51.0,61.0,51.0,29.0,56.0,42.0,63.0,49.0,67.0,63.0,66.0,62.0,51.0,52.0,55.0,64.0,72.0,53.0,59.0,62.0,35.0,48.0,33.0,55.0,57.0,55.0,14.0,11.0,6.0,7.0,8.0,10128,Szymon Matuszek,189010,185,174,27
168788,168789,179930,69479,2016-05-05 00:00:00,73.0,73.0,right,high,medium,61.0,72.0,43.0,67.0,65.0,75.0,70.0,63.0,59.0,73.0,87.0,85.0,91.0,74.0,78.0,72.0,80.0,87.0,54.0,67.0,45.0,50.0,73.0,67.0,68.0,15.0,49.0,49.0,7.0,10.0,8.0,15.0,8.0,10129,Szymon Pawlowski,179930,175,154,30
168823,168824,148765,13490,2015-01-16 00:00:00,61.0,61.0,right,medium,medium,51.0,47.0,42.0,58.0,50.0,67.0,59.0,49.0,52.0,60.0,59.0,57.0,53.0,52.0,54.0,52.0,63.0,66.0,74.0,59.0,61.0,64.0,63.0,65.0,62.0,66.0,56.0,57.0,15.0,12.0,12.0,9.0,10.0,10130,Szymon Sawala,148765,185,179,33
168835,168836,188924,116871,2014-05-16 00:00:00,63.0,67.0,right,medium,medium,52.0,43.0,46.0,46.0,40.0,55.0,37.0,47.0,52.0,62.0,74.0,84.0,77.0,47.0,70.0,45.0,76.0,61.0,61.0,47.0,77.0,73.0,48.0,38.0,41.0,58.0,73.0,73.0,12.0,13.0,11.0,9.0,13.0,10131,Tadeusz Socha,188924,182,154,26
168849,168850,193144,180292,2015-05-01 00:00:00,67.0,69.0,right,medium,medium,69.0,62.0,56.0,61.0,55.0,68.0,72.0,70.0,63.0,66.0,73.0,74.0,44.0,78.0,76.0,65.0,54.0,58.0,60.0,59.0,56.0,48.0,71.0,68.0,64.0,48.0,50.0,42.0,11.0,15.0,6.0,13.0,10.0,10132,Tae-Hee Nam,193144,175,159,24
168858,168859,209436,20118,2016-04-28 00:00:00,68.0,68.0,right,low,low,65.0,61.0,41.0,67.0,59.0,66.0,66.0,65.0,66.0,68.0,64.0,64.0,73.0,69.0,71.0,57.0,54.0,58.0,46.0,59.0,47.0,54.0,67.0,76.0,54.0,32.0,39.0,31.0,12.0,10.0,7.0,12.0,9.0,10133,Takafumi Akahoshi,209436,175,150,30
168884,168885,181115,20241,2011-02-22 00:00:00,63.0,70.0,left,None,o,67.0,48.0,42.0,66.0,55.0,68.0,62.0,55.0,62.0,65.0,81.0,78.0,80.0,71.0,70.0,60.0,57.0,75.0,58.0,53.0,61.0,55.0,62.0,64.0,61.0,60.0,65.0,68.0,12.0,6.0,14.0,12.0,7.0,10134,Takahito Soma,181115,175,165,30
168889,168890,205114,97762,2016-06-02 00:00:00,74.0,74.0,right,medium,medium,69.0,59.0,41.0,74.0,53.0,83.0,69.0,65.0,62.0,84.0,86.0,75.0,95.0,67.0,92.0,54.0,62.0,72.0,32.0,65.0,35.0,32.0,62.0,74.0,51.0,26.0,20.0,21.0,11.0,12.0,11.0,15.0,8.0,10135,Takashi Inui,205114,170,139,28
168908,168909,191388,166653,2013-07-19 00:00:00,71.0,78.0,right,medium,low,68.0,66.0,27.0,73.0,61.0,76.0,60.0,59.0,54.0,74.0,79.0,77.0,85.0,68.0,82.0,58.0,54.0,60.0,45.0,69.0,22.0,28.0,68.0,69.0,57.0,19.0,16.0,20.0,8.0,10.0,8.0,5.0,6.0,10136,Takashi Usami,191388,177,150,21
168918,168919,178315,39271,2012-08-31 00:00:00,71.0,72.0,right,medium,medium,60.0,69.0,64.0,65.0,67.0,67.0,65.0,50.0,55.0,69.0,89.0,76.0,69.0,74.0,69.0,74.0,69.0,65.0,67.0,62.0,75.0,30.0,76.0,70.0,70.0,20.0,30.0,25.0,6.0,9.0,14.0,9.0,11.0,10137,Takayuki Morimoto,178315,180,170,24
168927,168928,212357,429880,2015-09-25 00:00:00,66.0,68.0,right,high,low,64.0,60.0,45.0,65.0,59.0,64.0,66.0,63.0,57.0,66.0,76.0,75.0,80.0,65.0,78.0,51.0,61.0,70.0,45.0,50.0,31.0,45.0,60.0,71.0,56.0,31.0,21.0,26.0,13.0,14.0,7.0,8.0,7.0,10138,Takuya Murayama,212357,177,150,26
168949,168950,141001,23939,2014-09-18 00:00:00,69.0,69.0,left,low,medium,41.0,29.0,71.0,55.0,46.0,48.0,45.0,31.0,53.0,57.0,43.0,33.0,46.0,63.0,60.0,50.0,80.0,66.0,79.0,24.0,76.0,71.0,47.0,49.0,48.0,68.0,65.0,66.0,15.0,7.0,13.0,9.0,11.0,10139,Tal Ben Haim,141001,182,181,32
168972,168973,150360,36132,2015-03-20 00:00:00,69.0,69.0,right,medium,medium,65.0,61.0,42.0,70.0,68.0,69.0,81.0,72.0,72.0,73.0,53.0,55.0,80.0,70.0,81.0,65.0,65.0,52.0,46.0,62.0,59.0,32.0,62.0,75.0,63.0,24.0,21.0,24.0,6.0,9.0,5.0,7.0,12.0,10140,Tamas Hajnal,150360,167,148,34
168994,168995,186648,73116,2016-04-28 00:00:00,67.0,69.0,left,medium,medium,61.0,37.0,66.0,67.0,29.0,37.0,31.0,38.0,67.0,61.0,57.0,79.0,56.0,64.0,63.0,39.0,71.0,74.0,77.0,28.0,72.0,66.0,22.0,59.0,35.0,68.0,68.0,69.0,9.0,14.0,16.0,8.0,10.0,10141,Tamas Kadar,186648,187,174,26
169021,169022,150229,11576,2010-08-30 00:00:00,73.0,77.0,right,None,o,68.0,74.0,69.0,73.0,62.0,70.0,65.0,75.0,70.0,78.0,70.0,73.0,65.0,74.0,70.0,81.0,59.0,75.0,73.0,77.0,82.0,69.0,76.0,75.0,70.0,75.0,72.0,68.0,8.0,6.0,14.0,9.0,6.0,10142,Tamir Cohen,150229,180,170,26
169027,169028,169975,174247,2011-08-30 00:00:00,62.0,67.0,right,medium,medium,53.0,56.0,46.0,62.0,59.0,63.0,60.0,60.0,59.0,62.0,67.0,69.0,65.0,64.0,70.0,57.0,65.0,60.0,52.0,61.0,43.0,22.0,58.0,62.0,55.0,21.0,24.0,27.0,13.0,15.0,9.0,5.0,6.0,10143,Tamir Kahlon,169975,177,157,24
169030,169031,219808,484906,2016-04-14 00:00:00,70.0,74.0,right,medium,low,60.0,70.0,28.0,78.0,56.0,75.0,66.0,59.0,67.0,70.0,74.0,69.0,73.0,55.0,80.0,65.0,57.0,69.0,44.0,62.0,26.0,15.0,71.0,65.0,64.0,17.0,20.0,15.0,7.0,11.0,7.0,8.0,14.0,10144,Tana,219808,167,152,26
169053,169054,189042,147731,2011-02-22 00:00:00,70.0,77.0,right,None,o,64.0,63.0,62.0,75.0,72.0,74.0,55.0,52.0,63.0,74.0,66.0,65.0,68.0,73.0,73.0,66.0,45.0,65.0,73.0,67.0,60.0,36.0,72.0,70.0,62.0,19.0,27.0,25.0,11.0,7.0,10.0,13.0,7.0,10145,Taner Yalcin,189042,182,170,21
169060,169061,3281,150083,2016-04-14 00:00:00,74.0,74.0,right,medium,medium,61.0,68.0,80.0,77.0,70.0,70.0,65.0,57.0,71.0,75.0,51.0,54.0,55.0,77.0,52.0,77.0,69.0,79.0,80.0,80.0,76.0,74.0,76.0,74.0,66.0,53.0,67.0,55.0,12.0,6.0,16.0,7.0,16.0,10146,Tarantini,3281,187,172,33
169084,169085,224336,560564,2016-05-05 00:00:00,64.0,68.0,right,medium,medium,60.0,56.0,55.0,66.0,35.0,58.0,58.0,60.0,64.0,53.0,69.0,60.0,64.0,65.0,58.0,68.0,63.0,75.0,65.0,60.0,60.0,65.0,66.0,57.0,60.0,61.0,65.0,65.0,15.0,14.0,12.0,8.0,9.0,10147,Taras Romanczuk,224336,185,161,25
169091,169092,169317,27866,2016-02-25 00:00:00,74.0,74.0,right,high,medium,72.0,72.0,68.0,69.0,70.0,82.0,58.0,69.0,47.0,77.0,82.0,82.0,91.0,73.0,90.0,75.0,77.0,76.0,44.0,73.0,43.0,36.0,72.0,71.0,65.0,43.0,33.0,28.0,15.0,8.0,9.0,14.0,7.0,10148,Tarik Elyounoussi,169317,172,146,28
169122,169123,227908,610238,2016-03-03 00:00:00,64.0,75.0,right,medium,medium,57.0,61.0,38.0,50.0,51.0,74.0,50.0,43.0,41.0,71.0,80.0,75.0,70.0,53.0,65.0,67.0,40.0,45.0,62.0,60.0,30.0,27.0,47.0,62.0,51.0,29.0,27.0,29.0,9.0,16.0,11.0,9.0,13.0,10149,Tarik Kada,227908,175,163,20
169129,169130,47976,34066,2010-02-22 00:00:00,61.0,63.0,right,,_0,58.0,46.0,66.0,64.0,,54.0,,55.0,53.0,60.0,64.0,60.0,,58.0,,67.0,,59.0,63.0,54.0,64.0,60.0,64.0,,61.0,68.0,61.0,,8.0,20.0,53.0,20.0,20.0,10150,Tariq Chihab,47976,187,181,35
169134,169135,161510,40764,2015-07-03 00:00:00,65.0,65.0,left,medium,medium,63.0,64.0,72.0,55.0,53.0,65.0,46.0,65.0,57.0,63.0,69.0,66.0,84.0,62.0,65.0,71.0,84.0,69.0,73.0,69.0,48.0,22.0,62.0,53.0,60.0,28.0,25.0,21.0,10.0,15.0,12.0,12.0,5.0,10151,Tarmo Kink,161510,182,163,30
169142,169143,175622,40433,2009-02-22 00:00:00,60.0,63.0,right,,_0,21.0,61.0,67.0,46.0,,47.0,,42.0,22.0,54.0,62.0,67.0,,65.0,,66.0,,57.0,85.0,51.0,54.0,49.0,55.0,,37.0,23.0,25.0,,9.0,23.0,22.0,23.0,23.0,10152,Tarmo Neemelo,175622,193,201,27
169145,169146,199504,207234,2016-03-31 00:00:00,70.0,74.0,right,medium,high,71.0,54.0,46.0,67.0,53.0,68.0,53.0,59.0,64.0,67.0,75.0,79.0,72.0,64.0,81.0,73.0,74.0,91.0,79.0,50.0,85.0,68.0,61.0,63.0,60.0,69.0,69.0,73.0,11.0,8.0,14.0,14.0,11.0,10153,Taulant Xhaka,199504,172,159,25
169173,169174,164954,25541,2015-07-03 00:00:00,69.0,69.0,left,medium,medium,72.0,41.0,72.0,70.0,66.0,61.0,73.0,71.0,68.0,71.0,77.0,84.0,63.0,70.0,67.0,90.0,77.0,68.0,84.0,72.0,66.0,63.0,69.0,59.0,75.0,67.0,72.0,66.0,13.0,12.0,14.0,15.0,9.0,10154,Taye Taiwo,164954,182,179,30
169186,169187,183661,97731,2014-09-18 00:00:00,65.0,70.0,left,medium,medium,61.0,57.0,51.0,61.0,52.0,64.0,56.0,40.0,64.0,70.0,77.0,76.0,73.0,63.0,68.0,55.0,62.0,73.0,59.0,51.0,58.0,47.0,61.0,59.0,58.0,25.0,47.0,41.0,13.0,15.0,9.0,9.0,13.0,10155,Tayfun Pektuerk,183661,175,165,26
169194,169195,226791,609841,2015-09-21 00:00:00,59.0,75.0,right,None,5,40.0,26.0,60.0,57.0,30.0,43.0,34.0,30.0,53.0,50.0,59.0,51.0,47.0,53.0,55.0,45.0,71.0,58.0,66.0,41.0,55.0,58.0,30.0,42.0,43.0,59.0,62.0,56.0,7.0,10.0,8.0,7.0,9.0,10156,Taylor Moore,226791,182,176,18
169198,169199,176421,121953,2012-02-22 00:00:00,68.0,72.0,right,medium,medium,57.0,65.0,55.0,68.0,64.0,71.0,60.0,66.0,62.0,71.0,71.0,67.0,71.0,66.0,70.0,67.0,64.0,60.0,62.0,66.0,48.0,49.0,67.0,65.0,72.0,50.0,45.0,30.0,6.0,8.0,10.0,8.0,14.0,10157,Tcho,176421,175,154,25
169207,169208,200375,240788,2016-04-21 00:00:00,68.0,72.0,left,medium,high,55.0,43.0,70.0,60.0,36.0,50.0,28.0,36.0,60.0,59.0,55.0,60.0,55.0,67.0,45.0,61.0,73.0,68.0,87.0,44.0,60.0,66.0,48.0,50.0,39.0,69.0,68.0,66.0,9.0,16.0,9.0,7.0,14.0,10158,Ted van de Pavert,200375,193,181,24
169216,169217,183955,104377,2016-03-10 00:00:00,68.0,68.0,right,high,medium,64.0,67.0,62.0,64.0,67.0,70.0,62.0,57.0,59.0,66.0,78.0,79.0,78.0,65.0,79.0,73.0,78.0,71.0,66.0,70.0,77.0,38.0,67.0,67.0,65.0,25.0,29.0,33.0,7.0,8.0,16.0,16.0,15.0,10159,Teddy Chevalier,183955,177,168,29
169245,169246,198449,210138,2016-03-24 00:00:00,66.0,68.0,right,low,high,43.0,31.0,71.0,44.0,19.0,22.0,27.0,21.0,48.0,36.0,52.0,54.0,51.0,65.0,49.0,31.0,64.0,55.0,83.0,38.0,75.0,62.0,34.0,40.0,35.0,66.0,69.0,68.0,11.0,9.0,14.0,14.0,13.0,10160,Teddy Mezague,198449,187,194,26
169263,169264,5237,26359,2012-02-22 00:00:00,74.0,74.0,right,medium,medium,8.0,8.0,11.0,12.0,9.0,13.0,13.0,8.0,22.0,26.0,36.0,42.0,28.0,36.0,40.0,11.0,47.0,34.0,34.0,12.0,31.0,24.0,10.0,28.0,14.0,11.0,12.0,11.0,77.0,73.0,74.0,78.0,79.0,10161,Teddy Richert,5237,182,174,38
169272,169273,190362,66578,2016-03-31 00:00:00,69.0,71.0,right,medium,medium,43.0,71.0,60.0,69.0,63.0,71.0,49.0,40.0,35.0,71.0,75.0,79.0,78.0,69.0,70.0,69.0,71.0,67.0,64.0,64.0,53.0,27.0,71.0,42.0,50.0,15.0,21.0,16.0,13.0,8.0,8.0,9.0,7.0,10162,Teemu Pukki,190362,180,172,26
169299,169300,17146,24655,2014-11-14 00:00:00,68.0,68.0,right,medium,high,57.0,52.0,59.0,67.0,54.0,60.0,61.0,62.0,68.0,72.0,57.0,64.0,68.0,73.0,68.0,69.0,62.0,75.0,57.0,60.0,75.0,78.0,61.0,56.0,59.0,63.0,65.0,59.0,15.0,8.0,5.0,6.0,5.0,10163,Teemu Tainio,17146,175,168,35
169313,169314,189792,159373,2016-03-24 00:00:00,64.0,66.0,left,medium,medium,56.0,59.0,49.0,63.0,60.0,64.0,61.0,53.0,51.0,59.0,84.0,90.0,80.0,63.0,60.0,64.0,62.0,72.0,58.0,62.0,47.0,23.0,63.0,50.0,51.0,33.0,37.0,31.0,7.0,12.0,11.0,14.0,8.0,10164,Temitope Ayoluwa Obadeyi,189792,182,190,27
169347,169348,189585,145584,2016-03-10 00:00:00,66.0,67.0,right,medium,medium,56.0,32.0,65.0,66.0,45.0,54.0,41.0,36.0,63.0,62.0,63.0,66.0,60.0,65.0,56.0,71.0,70.0,53.0,76.0,54.0,72.0,72.0,40.0,52.0,49.0,67.0,74.0,64.0,15.0,9.0,12.0,8.0,7.0,10165,Tengarrinha,189585,185,176,27
169361,169362,196150,98220,2016-03-17 00:00:00,78.0,78.0,right,medium,low,73.0,82.0,75.0,71.0,75.0,80.0,67.0,63.0,65.0,83.0,71.0,70.0,76.0,77.0,74.0,78.0,80.0,68.0,76.0,76.0,77.0,25.0,83.0,76.0,72.0,13.0,26.0,20.0,14.0,13.0,11.0,6.0,13.0,10166,Teofilo Gutierrez,196150,177,181,31
169395,169396,210011,305831,2016-01-21 00:00:00,67.0,75.0,right,high,medium,62.0,56.0,64.0,53.0,54.0,77.0,71.0,44.0,44.0,62.0,91.0,88.0,85.0,62.0,77.0,74.0,91.0,66.0,70.0,66.0,57.0,60.0,62.0,54.0,52.0,19.0,21.0,29.0,9.0,12.0,13.0,8.0,6.0,10167,Terell Ondaan,210011,170,159,23
169407,169408,203485,299572,2016-02-04 00:00:00,75.0,80.0,left,medium,high,65.0,27.0,74.0,70.0,40.0,63.0,63.0,44.0,65.0,67.0,79.0,81.0,73.0,70.0,63.0,67.0,69.0,72.0,75.0,52.0,74.0,77.0,49.0,49.0,42.0,75.0,82.0,84.0,8.0,14.0,12.0,11.0,12.0,10168,Terence Kongolo,203485,187,154,22
169433,169434,139300,24022,2014-10-24 00:00:00,63.0,63.0,right,high,high,68.0,58.0,67.0,68.0,52.0,58.0,58.0,55.0,66.0,67.0,53.0,52.0,55.0,58.0,87.0,62.0,69.0,84.0,64.0,65.0,71.0,53.0,62.0,60.0,55.0,58.0,56.0,54.0,13.0,7.0,10.0,9.0,10.0,10169,Terry Dunfield,139300,177,165,32
169446,169447,159166,150019,2009-02-22 00:00:00,67.0,70.0,right,,_0,66.0,67.0,68.0,64.0,,64.0,,67.0,68.0,68.0,71.0,68.0,,57.0,,77.0,,72.0,55.0,69.0,66.0,61.0,68.0,,73.0,44.0,43.0,,15.0,20.0,68.0,20.0,20.0,10170,Teti,159166,172,154,30
169449,169450,221365,181866,2016-03-17 00:00:00,64.0,69.0,right,medium,medium,66.0,62.0,45.0,68.0,66.0,68.0,69.0,45.0,66.0,70.0,72.0,71.0,66.0,54.0,70.0,64.0,34.0,65.0,41.0,51.0,69.0,26.0,58.0,53.0,61.0,31.0,22.0,27.0,13.0,7.0,7.0,13.0,12.0,10171,Thanasis Karagounis,221365,177,152,25
169458,169459,217877,466132,2016-04-28 00:00:00,72.0,85.0,left,medium,medium,65.0,53.0,39.0,68.0,58.0,79.0,54.0,63.0,59.0,82.0,82.0,80.0,87.0,71.0,65.0,61.0,63.0,54.0,44.0,57.0,30.0,30.0,73.0,57.0,57.0,17.0,30.0,29.0,12.0,15.0,9.0,15.0,7.0,10172,Theo Bongonda,217877,177,157,21
169473,169474,17820,26611,2013-12-27 00:00:00,76.0,76.0,left,low,medium,84.0,67.0,62.0,86.0,65.0,63.0,87.0,82.0,87.0,71.0,51.0,45.0,57.0,74.0,65.0,85.0,52.0,63.0,77.0,84.0,74.0,68.0,72.0,84.0,76.0,45.0,60.0,58.0,9.0,6.0,5.0,8.0,5.0,10173,Theo Janssen,17820,180,176,32
169490,169491,53499,40161,2012-08-31 00:00:00,64.0,64.0,right,medium,medium,63.0,61.0,68.0,60.0,56.0,63.0,54.0,51.0,63.0,62.0,61.0,62.0,62.0,64.0,60.0,71.0,61.0,60.0,67.0,56.0,76.0,63.0,60.0,67.0,46.0,67.0,67.0,68.0,6.0,8.0,13.0,12.0,8.0,10174,Theo Lucius,53499,182,168,36
169496,169497,221271,512723,2015-09-21 00:00:00,66.0,73.0,left,medium,medium,65.0,32.0,62.0,59.0,33.0,62.0,41.0,39.0,52.0,62.0,72.0,73.0,58.0,60.0,62.0,33.0,71.0,71.0,69.0,28.0,62.0,62.0,47.0,43.0,42.0,69.0,66.0,70.0,10.0,9.0,12.0,9.0,14.0,10175,Theo Pellenard,221271,182,163,21
169503,169504,170072,31915,2016-03-17 00:00:00,62.0,63.0,right,medium,low,41.0,61.0,41.0,60.0,65.0,62.0,33.0,35.0,35.0,54.0,90.0,90.0,70.0,60.0,66.0,64.0,50.0,72.0,65.0,59.0,53.0,40.0,66.0,64.0,68.0,34.0,36.0,30.0,11.0,14.0,13.0,7.0,6.0,10176,Theo Robinson,170072,175,141,27
169536,169537,164859,31013,2016-04-21 00:00:00,81.0,81.0,right,medium,medium,78.0,82.0,55.0,77.0,72.0,80.0,77.0,74.0,65.0,78.0,95.0,96.0,82.0,79.0,79.0,75.0,66.0,75.0,62.0,69.0,65.0,35.0,79.0,74.0,74.0,33.0,39.0,36.0,11.0,8.0,9.0,9.0,8.0,10177,Theo Walcott,164859,175,150,27
169569,169570,190126,150068,2015-02-06 00:00:00,66.0,69.0,right,None,9,53.0,48.0,62.0,69.0,58.0,68.0,53.0,37.0,65.0,70.0,63.0,68.0,65.0,63.0,65.0,68.0,72.0,73.0,70.0,62.0,70.0,62.0,64.0,60.0,46.0,60.0,67.0,63.0,12.0,8.0,9.0,7.0,14.0,10178,"Theo Weeks,24",190126,175,150,25
169586,169587,186330,107588,2016-04-21 00:00:00,75.0,75.0,right,medium,medium,76.0,50.0,73.0,73.0,49.0,76.0,52.0,58.0,71.0,76.0,78.0,77.0,77.0,73.0,74.0,60.0,78.0,82.0,67.0,39.0,68.0,72.0,63.0,59.0,51.0,70.0,77.0,73.0,7.0,6.0,14.0,7.0,14.0,10179,Theodor Gebre Selassie,186330,180,157,30
169620,169621,150189,38601,2016-02-04 00:00:00,74.0,74.0,right,medium,low,52.0,79.0,81.0,63.0,76.0,63.0,67.0,55.0,69.0,68.0,68.0,68.0,66.0,81.0,65.0,75.0,66.0,49.0,69.0,64.0,70.0,32.0,83.0,55.0,81.0,25.0,22.0,19.0,16.0,14.0,12.0,11.0,12.0,10180,Theofanis Gekas,150189,177,168,36
169648,169649,227558,613714,2016-03-24 00:00:00,65.0,75.0,right,medium,medium,49.0,70.0,67.0,62.0,57.0,62.0,47.0,43.0,44.0,66.0,66.0,68.0,60.0,60.0,67.0,66.0,66.0,59.0,76.0,57.0,40.0,18.0,61.0,52.0,63.0,22.0,18.0,24.0,14.0,10.0,12.0,14.0,6.0,10181,Theoson Jordan Siebatcheu,227558,190,185,20
169656,169657,189509,172949,2015-12-10 00:00:00,83.0,87.0,right,medium,medium,72.0,69.0,58.0,88.0,88.0,90.0,83.0,77.0,83.0,88.0,77.0,68.0,90.0,80.0,85.0,77.0,72.0,69.0,59.0,82.0,67.0,65.0,81.0,84.0,75.0,49.0,58.0,59.0,6.0,11.0,7.0,9.0,13.0,10182,Thiago Alcantara,189509,175,154,24
169688,169689,189118,151050,2016-04-28 00:00:00,70.0,70.0,right,medium,high,35.0,22.0,62.0,46.0,34.0,46.0,31.0,25.0,52.0,56.0,68.0,69.0,65.0,62.0,60.0,31.0,91.0,67.0,85.0,26.0,68.0,71.0,30.0,36.0,39.0,72.0,73.0,72.0,6.0,8.0,8.0,9.0,16.0,10183,Thiago Cionek,189118,182,176,30
169720,169721,137810,74232,2011-08-30 00:00:00,71.0,71.0,left,medium,medium,65.0,66.0,64.0,71.0,59.0,73.0,70.0,73.0,68.0,74.0,62.0,55.0,74.0,72.0,69.0,71.0,67.0,64.0,63.0,70.0,62.0,38.0,70.0,71.0,64.0,23.0,27.0,27.0,15.0,14.0,5.0,12.0,9.0,10184,Thiago Gentil,137810,180,161,31
169726,169727,49370,26852,2016-04-21 00:00:00,82.0,82.0,left,medium,medium,66.0,54.0,79.0,84.0,76.0,73.0,67.0,67.0,85.0,83.0,42.0,45.0,47.0,78.0,50.0,82.0,83.0,74.0,83.0,73.0,90.0,81.0,65.0,76.0,70.0,72.0,84.0,75.0,10.0,10.0,7.0,5.0,14.0,10185,Thiago Motta,49370,187,183,34
169751,169752,185000,21164,2015-03-27 00:00:00,77.0,77.0,left,high,medium,75.0,73.0,73.0,78.0,70.0,77.0,77.0,79.0,75.0,80.0,73.0,76.0,78.0,72.0,62.0,84.0,83.0,83.0,63.0,79.0,32.0,36.0,74.0,79.0,72.0,21.0,26.0,25.0,12.0,14.0,13.0,13.0,6.0,10186,Thiago Neves,185000,182,154,30
169774,169775,165235,155056,2015-09-21 00:00:00,75.0,75.0,right,high,medium,71.0,75.0,65.0,71.0,75.0,76.0,76.0,70.0,64.0,81.0,75.0,79.0,74.0,76.0,57.0,77.0,59.0,70.0,69.0,72.0,69.0,37.0,75.0,71.0,69.0,32.0,37.0,33.0,16.0,9.0,8.0,10.0,10.0,10187,Thiago Ribeiro,165235,182,163,29
169805,169806,164240,80562,2015-09-21 00:00:00,88.0,88.0,right,high,high,60.0,38.0,82.0,79.0,63.0,68.0,61.0,73.0,81.0,80.0,72.0,76.0,75.0,84.0,68.0,78.0,93.0,74.0,81.0,71.0,77.0,91.0,59.0,74.0,71.0,90.0,91.0,89.0,9.0,12.0,5.0,9.0,10.0,10188,Thiago Silva,164240,182,174,31
169829,169830,204621,280980,2011-08-30 00:00:00,61.0,64.0,right,medium,medium,28.0,26.0,59.0,38.0,28.0,26.0,35.0,29.0,27.0,38.0,54.0,56.0,34.0,50.0,54.0,44.0,64.0,55.0,75.0,22.0,55.0,65.0,23.0,30.0,41.0,63.0,68.0,64.0,14.0,11.0,5.0,8.0,9.0,10189,Thiago Veras,204621,185,174,21
169831,169832,159168,19297,2015-09-21 00:00:00,64.0,64.0,right,medium,high,45.0,41.0,63.0,66.0,44.0,48.0,43.0,63.0,63.0,63.0,46.0,48.0,54.0,59.0,63.0,63.0,66.0,70.0,74.0,60.0,69.0,63.0,52.0,53.0,58.0,60.0,65.0,65.0,13.0,9.0,12.0,12.0,9.0,10190,Thiago Xavier,159168,180,168,32
169847,169848,203788,280944,2012-02-22 00:00:00,62.0,69.0,right,medium,medium,42.0,41.0,69.0,63.0,43.0,45.0,53.0,50.0,52.0,54.0,55.0,59.0,60.0,64.0,55.0,69.0,37.0,84.0,81.0,61.0,76.0,60.0,57.0,42.0,52.0,68.0,57.0,66.0,8.0,13.0,10.0,10.0,9.0,10191,Thiago,203788,185,183,25
169849,169850,231688,668725,2016-05-12 00:00:00,64.0,72.0,right,medium,medium,28.0,54.0,50.0,67.0,51.0,66.0,62.0,40.0,58.0,70.0,64.0,67.0,65.0,70.0,54.0,70.0,60.0,71.0,70.0,46.0,68.0,65.0,62.0,58.0,46.0,60.0,68.0,64.0,5.0,11.0,8.0,11.0,12.0,10192,Thibang Phete,231688,187,170,22
169856,169857,112389,41364,2016-04-14 00:00:00,73.0,73.0,left,high,medium,76.0,68.0,41.0,77.0,71.0,74.0,72.0,80.0,75.0,80.0,65.0,62.0,77.0,70.0,85.0,67.0,26.0,57.0,40.0,74.0,54.0,36.0,81.0,78.0,76.0,41.0,33.0,28.0,11.0,8.0,15.0,9.0,13.0,10193,Thibault Giresse,112389,172,143,35
169874,169875,201257,213799,2016-04-28 00:00:00,69.0,70.0,right,high,high,64.0,55.0,62.0,72.0,57.0,65.0,66.0,68.0,67.0,67.0,68.0,63.0,75.0,67.0,82.0,72.0,74.0,87.0,70.0,68.0,75.0,64.0,65.0,72.0,72.0,62.0,64.0,63.0,10.0,12.0,15.0,10.0,8.0,10194,Thibault Moulin,201257,175,154,26
169893,169894,211089,359378,2016-02-04 00:00:00,66.0,72.0,right,medium,medium,62.0,30.0,64.0,56.0,32.0,41.0,32.0,27.0,51.0,56.0,65.0,68.0,62.0,65.0,65.0,46.0,71.0,74.0,65.0,28.0,71.0,66.0,25.0,38.0,48.0,69.0,69.0,68.0,12.0,14.0,11.0,7.0,11.0,10195,Thibault Peyre,211089,182,154,24
